Date,Strike price,Close,Expiration
2017-03-16, 8700,481.0,14
2017-03-17, 8700,469.7,13
2017-03-20, 8700,455.0,10
2017-03-21, 8700,454.85,9
2017-03-22, 8700,346.95,8
2017-03-23, 8700,406.4,7
2017-03-24, 8700,419.0,6
2017-03-27, 8700,367.05,3
2017-03-28, 8700,405.8,2
2017-03-29, 8700,440.1,1
2017-03-30, 8700,470.7,0
2017-02-14, 9100,48.1,44
2017-02-15, 9100,36.0,43
2017-02-16, 9100,39.95,42
2017-02-17, 9100,46.0,41
2017-02-20, 9100,56.95,38
2017-02-21, 9100,65.0,37
2017-02-22, 9100,71.85,36
2017-02-23, 9100,71.0,35
2017-02-27, 9100,55.2,31
2017-02-28, 9100,53.0,30
2017-03-01, 9100,67.45,29
2017-03-02, 9100,47.7,28
2017-03-03, 9100,50.7,27
2017-03-06, 9100,64.55,24
2017-03-07, 9100,64.9,23
2017-03-08, 9100,60.05,22
2017-03-09, 9100,61.6,21
2017-03-10, 9100,55.85,20
2017-03-14, 9100,80.0,16
2017-03-15, 9100,82.25,15
2017-03-16, 9100,118.0,14
2017-03-17, 9100,108.05,13
2017-03-20, 9100,95.55,10
2017-03-21, 9100,92.0,9
2017-03-22, 9100,37.1,8
2017-03-23, 9100,55.7,7
2017-03-24, 9100,57.0,6
2017-03-27, 9100,29.05,3
2017-03-28, 9100,37.85,2
2017-03-29, 9100,52.35,1
2017-03-30, 9100,62.5,0
2017-02-20, 9050,75.0,38
2017-02-21, 9050,85.0,37
2017-02-22, 9050,88.0,36
2017-02-23, 9050,91.1,35
2017-02-27, 9050,70.05,31
2017-02-28, 9050,68.2,30
2017-03-01, 9050,86.8,29
2017-03-02, 9050,63.4,28
2017-03-03, 9050,67.2,27
2017-03-06, 9050,83.5,24
2017-03-07, 9050,83.35,23
2017-03-08, 9050,78.0,22
2017-03-09, 9050,80.75,21
2017-03-10, 9050,74.5,20
2017-03-14, 9050,107.4,16
2017-03-15, 9050,112.0,15
2017-03-16, 9050,155.35,14
2017-03-17, 9050,145.25,13
2017-03-20, 9050,129.95,10
2017-03-21, 9050,125.3,9
2017-03-22, 9050,57.65,8
2017-03-23, 9050,85.15,7
2017-03-24, 9050,89.35,6
2017-03-27, 9050,51.4,3
2017-03-28, 9050,71.25,2
2017-03-29, 9050,92.1,1
2017-03-30, 9050,123.25,0
2017-02-21, 9250,27.0,37
2017-02-22, 9250,29.0,36
2017-02-23, 9250,29.55,35
2017-02-27, 9250,21.75,31
2017-02-28, 9250,21.1,30
2017-03-01, 9250,27.8,29
2017-03-02, 9250,18.6,28
2017-03-03, 9250,19.4,27
2017-03-06, 9250,26.05,24
2017-03-07, 9250,26.9,23
2017-03-08, 9250,25.25,22
2017-03-09, 9250,25.35,21
2017-03-10, 9250,21.95,20
2017-03-14, 9250,26.45,16
2017-03-15, 9250,26.0,15
2017-03-16, 9250,39.35,14
2017-03-17, 9250,33.0,13
2017-03-20, 9250,25.15,10
2017-03-21, 9250,22.5,9
2017-03-22, 9250,6.6,8
2017-03-23, 9250,8.3,7
2017-03-24, 9250,7.1,6
2017-03-27, 9250,2.65,3
2017-03-28, 9250,2.2,2
2017-03-29, 9250,1.35,1
2017-03-30, 9250,0.05,0
2017-02-14, 9000,76.1,44
2017-02-15, 9000,57.6,43
2017-02-16, 9000,66.95,42
2017-02-17, 9000,74.15,41
2017-02-20, 9000,93.55,38
2017-02-21, 9000,104.75,37
2017-02-22, 9000,113.55,36
2017-02-23, 9000,111.45,35
2017-02-27, 9000,90.5,31
2017-02-28, 9000,88.05,30
2017-03-01, 9000,110.15,29
2017-03-02, 9000,82.1,28
2017-03-03, 9000,86.4,27
2017-03-06, 9000,107.3,24
2017-03-07, 9000,105.75,23
2017-03-08, 9000,99.0,22
2017-03-09, 9000,102.05,21
2017-03-10, 9000,94.9,20
2017-03-14, 9000,141.0,16
2017-03-15, 9000,145.05,15
2017-03-16, 9000,196.55,14
2017-03-17, 9000,185.85,13
2017-03-20, 9000,170.95,10
2017-03-21, 9000,168.55,9
2017-03-22, 9000,88.0,8
2017-03-23, 9000,122.5,7
2017-03-24, 9000,129.95,6
2017-03-27, 9000,85.55,3
2017-03-28, 9000,112.1,2
2017-03-29, 9000,143.4,1
2017-03-30, 9000,162.0,0
2017-02-14, 8750,200.0,44
2017-02-16, 8750,182.0,42
2017-02-17, 8750,225.5,41
2017-02-20, 8750,222.0,38
2017-02-21, 8750,251.0,37
2017-02-22, 8750,262.9,36
2017-02-23, 8750,265.0,35
2017-02-27, 8750,231.75,31
2017-02-28, 8750,228.75,30
2017-03-01, 8750,267.05,29
2017-03-02, 8750,227.0,28
2017-03-03, 8750,249.05,27
2017-03-06, 8750,256.75,24
2017-03-07, 8750,266.65,23
2017-03-08, 8750,252.25,22
2017-03-09, 8750,261.5,21
2017-03-10, 8750,251.5,20
2017-03-14, 8750,359.75,16
2017-03-15, 8750,362.5,15
2017-03-16, 8750,415.0,14
2017-03-20, 8750,404.0,10
2017-03-22, 8750,314.2,8
2017-03-23, 8750,360.0,7
2017-03-24, 8750,375.0,6
2017-03-27, 8750,287.85,3
2017-03-28, 8750,361.75,2
2017-03-29, 8750,398.0,1
2017-03-30, 8750,413.65,0
2017-02-14, 9200,28.05,44
2017-02-15, 9200,20.4,43
2017-02-16, 9200,22.65,42
2017-02-17, 9200,26.8,41
2017-02-20, 9200,33.4,38
2017-02-21, 9200,38.5,37
2017-02-22, 9200,42.95,36
2017-02-23, 9200,40.85,35
2017-02-27, 9200,30.8,31
2017-02-28, 9200,29.5,30
2017-03-01, 9200,37.6,29
2017-03-02, 9200,26.05,28
2017-03-03, 9200,27.1,27
2017-03-06, 9200,36.05,24
2017-03-07, 9200,36.7,23
2017-03-08, 9200,34.05,22
2017-03-09, 9200,34.4,21
2017-03-10, 9200,30.8,20
2017-03-14, 9200,39.5,16
2017-03-15, 9200,39.7,15
2017-03-16, 9200,59.55,14
2017-03-17, 9200,50.8,13
2017-03-20, 9200,42.0,10
2017-03-21, 9200,39.25,9
2017-03-22, 9200,12.85,8
